Basilisa (Rizal),PH1608501,Dinagat Islands
Cagdianao,PH1608502,Dinagat Islands
Dinagat,PH1608503,Dinagat Islands
Libjo (Albor),PH1608504,Dinagat Islands
Loreto,PH1608505,Dinagat Islands
San Jose (Capital),PH1608506,Dinagat Islands
Tubajon,PH1608507,Dinagat Islands
Boac (Capital),PH1704001,Marinduque
Buenavista,PH1704002,Marinduque
Gasan,PH1704003,Marinduque
Mogpog,PH1704004,Marinduque
Santa Cruz,PH1704005,Marinduque
Torrijos,PH1704006,Marinduque
Abra de Ilog,PH1705101,Occidental Mindoro
Calintaan,PH1705102,Occidental Mindoro
Looc,PH1705103,Occidental Mindoro
Lubang,PH1705104,Occidental Mindoro
Magsaysay,PH1705105,Occidental Mindoro
Mamburao (Capital),PH1705106,Occidental Mindoro
Paluan,PH1705107,Occidental Mindoro
Rizal,PH1705108,Occidental Mindoro
Sablayan,PH1705109,Occidental Mindoro
San Jose,PH1705110,Occidental Mindoro
Santa Cruz,PH1705111,Occidental Mindoro
Baco,PH1705201,Oriental Mindoro
Bansud,PH1705202,Oriental Mindoro
Bongabong,PH1705203,Oriental Mindoro
Bulalacao (San Pedro),PH1705204,Oriental Mindoro
City of Calapan (Capital),PH1705205,Oriental Mindoro
Gloria,PH1705206,Oriental Mindoro
Mansalay,PH1705207,Oriental Mindoro
Naujan,PH1705208,Oriental Mindoro
Pinamalayan,PH1705209,Oriental Mindoro
Pola,PH1705210,Oriental Mindoro
Puerto Galera,PH1705211,Oriental Mindoro
Roxas,PH1705212,Oriental Mindoro
San Teodoro,PH1705213,Oriental Mindoro
Socorro,PH1705214,Oriental Mindoro
Victoria,PH1705215,Oriental Mindoro
Aborlan,PH1705301,Palawan
Agutaya,PH1705302,Palawan
Araceli,PH1705303,Palawan
Balabac,PH1705304,Palawan
Bataraza,PH1705305,Palawan
Brooke's Point,PH1705306,Palawan
Busuanga,PH1705307,Palawan
Cagayancillo,PH1705308,Palawan
Coron,PH1705309,Palawan
Cuyo,PH1705310,Palawan
Dumaran,PH1705311,Palawan
El Nido (Bacuit),PH1705312,Palawan
Linapacan,PH1705313,Palawan
Magsaysay,PH1705314,Palawan
Narra,PH1705315,Palawan
Puerto Princesa City (Capital),PH1705316,Palawan
Quezon,PH1705317,Palawan
Roxas,PH1705318,Palawan
San Vicente,PH1705319,Palawan
Taytay,PH1705320,Palawan
Kalayaan,PH1705321,Palawan
Culion,PH1705322,Palawan
Rizal (Marcos),PH1705323,Palawan
Sofronio Española,PH1705324,Palawan
Alcantara,PH1705901,Romblon
Banton,PH1705902,Romblon
Cajidiocan,PH1705903,Romblon
Calatrava,PH1705904,Romblon
Concepcion,PH1705905,Romblon
Corcuera,PH1705906,Romblon
Looc,PH1705907,Romblon
Magdiwang,PH1705908,Romblon
Odiongan,PH1705909,Romblon
Romblon (Capital),PH1705910,Romblon
San Agustin,PH1705911,Romblon
San Andres,PH1705912,Romblon
San Fernando,PH1705913,Romblon
San Jose,PH1705914,Romblon
Santa Fe,PH1705915,Romblon
Ferrol,PH1705916,Romblon
Santa Maria (Imelda),PH1705917,Romblon
City of Lamitan,PH1900702,Basilan
Lantawan,PH1900703,Basilan
Maluso,PH1900704,Basilan
Sumisip,PH1900705,Basilan
Tipo-Tipo,PH1900706,Basilan
Tuburan,PH1900707,Basilan
Akbar,PH1900708,Basilan
Al-Barka,PH1900709,Basilan
Hadji Mohammad Ajul,PH1900710,Basilan
Ungkaya Pukan,PH1900711,Basilan
Hadji Muhtamad,PH1900712,Basilan
Tabuan-Lasa,PH1900713,Basilan
Bacolod-Kalawi (Bacolod Grande),PH1903601,Lanao del Sur
Balabagan,PH1903602,Lanao del Sur
Balindong (Watu),PH1903603,Lanao del Sur
Bayang,PH1903604,Lanao del Sur
Binidayan,PH1903605,Lanao del Sur
Bubong,PH1903606,Lanao del Sur
Butig,PH1903607,Lanao del Sur
Ganassi,PH1903609,Lanao del Sur
Kapai,PH1903610,Lanao del Sur
Lumba-Bayabao (Maguing),PH1903611,Lanao del Sur
Lumbatan,PH1903612,Lanao del Sur
Madalum,PH1903613,Lanao del Sur
Madamba,PH1903614,Lanao del Sur
Malabang,PH1903615,Lanao del Sur
Marantao,PH1903616,Lanao del Sur
Marawi City (Capital),PH1903617,Lanao del Sur
Masiu,PH1903618,Lanao del Sur
Mulondo,PH1903619,Lanao del Sur
Pagayawan (Tatarikan),PH1903620,Lanao del Sur
Piagapo,PH1903621,Lanao del Sur
Poona Bayabao (Gata),PH1903622,Lanao del Sur
Pualas,PH1903623,Lanao del Sur
Ditsaan-Ramain,PH1903624,Lanao del Sur
Saguiaran,PH1903625,Lanao del Sur
Tamparan,PH1903626,Lanao del Sur
Taraka,PH1903627,Lanao del Sur
Tubaran,PH1903628,Lanao del Sur
Tugaya,PH1903629,Lanao del Sur
Wao,PH1903630,Lanao del Sur
Marogong,PH1903631,Lanao del Sur
Calanogas,PH1903632,Lanao del Sur
Buadiposo-Buntong,PH1903633,Lanao del Sur
Maguing,PH1903634,Lanao del Sur
Picong (Sultan Gumander),PH1903635,Lanao del Sur
Lumbayanague,PH1903636,Lanao del Sur
Amai Manabilang (Bumbaran),PH1903637,Lanao del Sur
Tagoloan II,PH1903638,Lanao del Sur
Kapatagan,PH1903639,Lanao del Sur
Sultan Dumalondong,PH1903640,Lanao del Sur
Lumbaca-Unayan,PH1903641,Lanao del Sur
Indanan,PH1906601,Sulu
Jolo (Capital),PH1906602,Sulu
Kalingalan Caluang,PH1906603,Sulu
Luuk,PH1906604,Sulu
Maimbung,PH1906605,Sulu
Hadji Panglima Tahil (Marunggas),PH1906606,Sulu
Old Panamao,PH1906607,Sulu
Pangutaran,PH1906608,Sulu
Parang,PH1906609,Sulu
Pata,PH1906610,Sulu
Patikul,PH1906611,Sulu
Siasi,PH1906612,Sulu
Talipao,PH1906613,Sulu
Tapul,PH1906614,Sulu
Tongkil,PH1906615,Sulu
Panglima Estino (New Panamao),PH1906616,Sulu
Lugus,PH1906617,Sulu
Pandami,PH1906618,Sulu
Omar,PH1906619,Sulu
Panglima Sugala (Balimbing),PH1907001,Tawi-Tawi
Bongao (Capital),PH1907002,Tawi-Tawi
Mapun (Cagayan de Tawi-Tawi),PH1907003,Tawi-Tawi
Simunul,PH1907004,Tawi-Tawi
Sitangkai,PH1907005,Tawi-Tawi
South Ubian,PH1907006,Tawi-Tawi
Tandubas,PH1907007,Tawi-Tawi
Turtle Islands,PH1907008,Tawi-Tawi
Languyan,PH1907009,Tawi-Tawi
Sapa-Sapa,PH1907010,Tawi-Tawi
Sibutu,PH1907011,Tawi-Tawi
Buldon,PH1908702,Maguindanao del Norte
Cotabato City,PH1908703,Maguindanao del Norte
Datu Odin Sinsuat (Dinaig),PH1908707,Maguindanao del Norte
Matanog,PH1908709,Maguindanao del Norte
Parang,PH1908711,Maguindanao del Norte
Sultan Kudarat (Nuling),PH1908712,Maguindanao del Norte
Kabuntalan (Tumbao),PH1908714,Maguindanao del Norte
Upi,PH1908715,Maguindanao del Norte
Barira,PH1908718,Maguindanao del Norte
Talitay,PH1908721,Maguindanao del Norte
Sultan Mastura,PH1908724,Maguindanao del Norte
Datu Blah T. Sinsuat,PH1908730,Maguindanao del Norte
Northern Kabuntalan,PH1908734,Maguindanao del Norte
Ampatuan,PH1908801,Maguindanao del Sur
Buluan,PH1908803,Maguindanao del Sur
Datu Paglas,PH1908805,Maguindanao del Sur
Datu Piang,PH1908806,Maguindanao del Sur
Shariff Aguak (Maganoy) (Capital),PH1908808,Maguindanao del Sur
Pagalungan,PH1908810,Maguindanao del Sur
Sultan Sa Barongis (Lambayong),PH1908813,Maguindanao del Sur
Talayan,PH1908816,Maguindanao del Sur
South Upi,PH1908817,Maguindanao del Sur
Gen. S.K. Pendatun,PH1908819,Maguindanao del Sur
Mamasapano,PH1908820,Maguindanao del Sur
Pagagawan,PH1908822,Maguindanao del Sur
Paglat,PH1908823,Maguindanao del Sur
Guindulungan,PH1908825,Maguindanao del Sur
Datu Saudi-Ampatuan,PH1908826,Maguindanao del Sur
Datu Unsay,PH1908827,Maguindanao del Sur
Datu Abdullah Sangki,PH1908828,Maguindanao del Sur
Rajah Buayan,PH1908829,Maguindanao del Sur
Datu Anggal Midtimbang,PH1908831,Maguindanao del Sur
Mangudadatu,PH1908832,Maguindanao del Sur
Pandag,PH1908833,Maguindanao del Sur
Datu Hoffer Ampatuan,PH1908835,Maguindanao del Sur
Datu Salibo,PH1908836,Maguindanao del Sur
Shariff Saydona Mustapha,PH1908837,Maguindanao del Sur
Special Geographic Area - Carmen,PH1909901,Special Geographic Area
Special Geographic Area - Kabacan,PH1909902,Special Geographic Area
Special Geographic Area - Midsayap I,PH1909903,Special Geographic Area
Special Geographic Area - Midsayap II,PH1909904,Special Geographic Area
Special Geographic Area - Pigkawayan,PH1909905,Special Geographic Area
Special Geographic Area - Pikit I,PH1909906,Special Geographic Area
Special Geographic Area - Pikit II,PH1909907,Special Geographic Area
Special Geographic Area - Pikit III,PH1909908,Special Geographic Area
